interview_id,source_id,candidate_name,role_norm,role_display,role_family,decision,reason_category,is_requirement_leak,resume_word_count,transcript_word_count
3103,elijwi307,Elijah Williams,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,328,763
3104,elizba309,Elizabeth Bartlett,product manager,Product Manager,Product & Business,reject,Technical Skills,false,358,747
3105,elizbe204,Elizabeth Bennett,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,336,690
3106,elizbl303,Elizabeth Black,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,321,672
3107,elizbo297,Elizabeth Bolton,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,362,725
3108,elizbr824,Elizabeth Brown,content writer,Content Writer,Non-Technical,select,Technical Skills,false,332,719
3109,elizbu323,Elizabeth Burns,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,328,838
3110,elizbu888,Elizabeth Bush,full stack developer,Full Stack Developer,Software Engineering,reject,Technical Skills,false,307,699
3111,elizch540,Elizabeth Chen,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,286,637
3112,elizch551,Elizabeth Cherry,content writer,Content Writer,Non-Technical,reject,Technical Skills,false,329,674
3113,elizda220,Elizabeth Davis,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,330,763
3114,elizda724,Elizabeth Davis,game developer,Game Developer,Software Engineering,select,Technical Skills,false,309,880
3115,elizdr342,Elizabeth Drake,qa engineer,QA Engineer,Software Engineering,select,Technical Skills,false,348,713
3116,elizfi837,Elizabeth Fisher,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Technical Skills,false,343,651
3117,elizfl849,Elizabeth Fleming,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,346,668
3118,elizga578,Elizabeth Garcia,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,348,638
3119,elizga600,Elizabeth Gallegos,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,375,750
3120,elizgr420,Elizabeth Graham,system administrator,System Administrator,Infrastructure & Cloud,select,Leadership & Communication,false,346,687
3121,elizgr662,Elizabeth Gross,system administrator,System Administrator,Infrastructure & Cloud,reject,Technical Skills,false,330,678
3122,elizhe395,Elizabeth Hernandez,system administrator,System Administrator,Infrastructure & Cloud,select,Leadership & Communication,false,336,711
3123,elizho988,Elizabeth Hoffman,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Leadership & Communication,false,279,666
3124,elizhu514,Elizabeth Hunter,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,334,746
3125,elizhu938,Elizabeth Hunter,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,351,648
3126,elizjo269,Elizabeth Jones,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,332,689
3127,elizjo330,Elizabeth Jones,ux designer,UX Designer,Design,reject,Technical Skills,false,344,768
3128,elizjo451,Elizabeth Jones,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,401,870
3129,elizki407,Elizabeth Kim,product manager,Product Manager,Product & Business,reject,Technical Skills,false,382,733
3130,elizkn734,Elizabeth Knight,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,350,769
3131,elizle337,Elizabeth Le,business analyst,Business Analyst,Product & Business,reject,Leadership & Communication,false,319,655
3132,elizma116,Elizabeth Martin,game developer,Game Developer,Software Engineering,reject,Technical Skills,false,153,774
3133,elizma461,Elizabeth Martin,ui engineer,UI Engineer,Design,select,Technical Skills,false,362,714
3134,elizma797,Elizabeth Martinez,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,284,938
3135,elizmc622,Elizabeth Mccall,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Technical Skills,false,323,811
3136,elizmc712,Elizabeth Mclean,ux designer,UX Designer,Design,reject,Technical Skills,false,322,820
3137,elizmc837,Elizabeth Mccullough,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,347,739
3138,elizmo218,Elizabeth Morris,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,330,619
3139,elizna480,Elizabeth Navarro,product manager,Product Manager,Product & Business,reject,Technical Skills,false,387,819
3140,elizpa881,Elizabeth Padilla,content writer,Content Writer,Non-Technical,select,Technical Skills,false,357,668
3141,elizra989,Elizabeth Ramirez,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,124,159
3142,elizre138,Elizabeth Reyes,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,329,939
3143,elizri132,Elizabeth Richard,blockchain developer,Blockchain Developer,Software Engineering,reject,Leadership & Communication,false,324,789
3144,elizri189,Elizabeth Richards,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,329,770
3145,elizri671,Elizabeth Richards,ui engineer,UI Engineer,Design,reject,Technical Skills,false,347,789
3146,elizri989,Elizabeth Richardson,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,393,847
3147,elizro338,Elizabeth Ross,ui engineer,UI Engineer,Design,select,Technical Skills,false,316,589
3148,elizru652,Elizabeth Russell,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,303,683
3149,elizse521,elizabeth sexton,data scientist,Data Scientist,Data & AI,reject,Experience & Domain Fit,false,369,592
3150,elizsh761,Elizabeth Sharp,content writer,Content Writer,Non-Technical,reject,Technical Skills,false,306,760
3151,elizsm118,Elizabeth Smith,ux designer,UX Designer,Design,reject,Technical Skills,false,313,713
3152,elizsn892,Elizabeth Snow,system administrator,System Administrator,Infrastructure & Cloud,reject,Leadership & Communication,false,356,787
3153,elizst140,Elizabeth Strong,ux designer,UX Designer,Design,select,Technical Skills,false,358,639
3154,elizva706,Elizabeth Vaughn,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,303,729
3155,elizve137,Elizabeth Velasquez,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,328,728
3156,elizwa712,Elizabeth Wagner,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,345,668
3157,elizwi916,Elizabeth Wilson,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Leadership & Communication,false,386,449
3158,elizyo124,Elizabeth Young,game developer,Game Developer,Software Engineering,reject,Technical Skills,false,99,769
3159,ellekl542,Ellen Klein,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,280,634
3160,ellemi274,Ellen Miller,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,378,681
3161,ellepo200,Ellen Pope DDS,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,339,716
3162,elletu989,Ellen Turner,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,303,595
3163,emilal308,emily allen,data engineer,Data Engineer,Data & AI,select,Experience & Domain Fit,false,344,600
3164,emilba702,Emily Ballard,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,330,1044
3165,emilbe908,emily bell,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,318,542
3166,emilbu220,Emily Bullock MD,ui engineer,UI Engineer,Design,reject,Technical Skills,false,331,837
3167,emilel296,Emily Ellis,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,373,668
3168,emilfo588,Emily Ford,full stack developer,Full Stack Developer,Software Engineering,reject,Technical Skills,false,341,803
3169,emilfo943,Emily Fowler,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,345,652
3170,emilga895,Emily Gardner,game developer,Game Developer,Software Engineering,reject,Leadership & Communication,false,268,124
3171,emilhi596,Emily Hicks,ui engineer,UI Engineer,Design,reject,Technical Skills,false,389,856
3172,emilho753,Emily Holder,database administrator,Database Administrator,Infrastructure & Cloud,select,Technical Skills,false,378,642
3173,emilho972,Emily Houston,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,326,554
3174,emilke232,emily kelly,ui engineer,UI Engineer,Design,select,Experience & Domain Fit,false,294,725
3175,emilla293,Emily Lang,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,348,830
3176,emilma177,Emily Martinez,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,388,798
3177,emilma447,Emily Martin,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,341,655
3178,emilma463,Emily May,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,403,626
3179,emilmo120,Emily Morrow,data analyst,Data Analyst,Data & AI,reject,Technical Skills,false,339,668
3180,emilno870,Emily Novak,ui engineer,UI Engineer,Design,select,Technical Skills,false,323,718
3181,emiloc961,Emily Ochoa,game developer,Game Developer,Software Engineering,select,Leadership & Communication,false,113,162
3182,emilpa734,Emily Patterson,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,338,799
3183,emilpa980,Emily Palmer,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,358,785
3184,emilpe143,Emily Perez,content writer,Content Writer,Non-Technical,reject,Technical Skills,false,355,706
3185,emilsc548,Emily Schneider,ui engineer,UI Engineer,Design,select,Technical Skills,false,341,660
3186,emilsh560,Emily Shelton,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,297,639
3187,emilsm836,Emily Smith,devops engineer,DevOps Engineer,Infrastructure & Cloud,select,Technical Skills,false,335,757
3188,emilst164,Emily Stewart,product manager,Product Manager,Product & Business,reject,Technical Skills,false,394,807
3189,emilth105,Emily Thomas,ux designer,UX Designer,Design,reject,Technical Skills,false,373,645
3190,emilth976,Emily Thompson,mobile app developer,Mobile App Developer,Software Engineering,select,Technical Skills,false,333,719
3191,emiltr423,Emily Tran,system administrator,System Administrator,Infrastructure & Cloud,reject,Technical Skills,false,357,772
3192,emilwr684,Emily Wright,content writer,Content Writer,Non-Technical,select,Technical Skills,false,380,724
3193,emmajo744,Emma Johnson,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,393,67
3194,emmawa530,Emma Watts,ar/vr developer,AR/VR Developer,Software Engineering,select,Leadership & Communication,false,348,71
3195,ericag664,Erica Aguilar,ux designer,UX Designer,Design,select,Technical Skills,false,329,717
3196,ericas258,erica ashley,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,326,585
3197,ericba302,Erica Barker,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,306,772
3198,ericba834,Erica Bailey,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,351,645
3199,ericbe684,Erica Bentley,ai researcher,AI Researcher,Data & AI,reject,Technical Skills,false,319,739
3200,ericbo173,Erica Boyle,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,382,741
3201,ericbo913,Eric Bowman,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,418,693
3202,ericbr165,Eric Brown,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,322,644
3203,ericca825,Eric Carney,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,286,722
3204,ericch401,Eric Chen,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,363,593
3205,ericch680,Erica Christian,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,371,851
3206,ericch910,Eric Chambers,data architect,Data Architect,Data & AI,select,Technical Skills,false,381,630
3207,ericco825,Eric Cook,full stack developer,Full Stack Developer,Software Engineering,reject,Leadership & Communication,false,379,749
3208,ericda192,Eric Daniels,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,362,619
3209,ericda304,Erica Dawson,cybersecurity analyst,Cybersecurity Analyst,Security,select,Leadership & Communication,false,378,692
3210,ericda741,Eric Davidson,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Technical Skills,false,343,631
3211,ericdo226,eric doyle,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,263,637
3212,ericdo805,Erica Dominguez,ux designer,UX Designer,Design,reject,Technical Skills,false,402,725
